inspection_id,establishment_name,address,telephone,email,inspection_date,inspection_time_in,inspection_time_out,license_holder,license_number,license_period_start,license_period_end,establishment_type,risk_category,inspection_type,total_violations,priority_violations,priority_violations_corrected_on_site,priority_violations_repeated,priority_foundation_violations,priority_foundation_violations_corrected_on_site,priority_foundation_violations_repeated,core_violations,core_violations_corrected_on_site,core_violations_repeated,critical_violations,critical_violations_corrected_on_site,critical_violations_repeated,noncritical_violations,noncritical_violations_corrected_on_site,noncritical_violations_repeated,inspector_comments,inspector_name,inspector_badge_number,known_valid
867,PIZZA BOLIS,"3738 10TH ST NE Washington, DC 20017",202-636-7272,shamy4u@yahoo.com,2009-09-09,,,"Latif, Norman",09305xxxx-16000009,2015-10-01,2017-09-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
868,PIZZA BOLIS,"3738 10TH ST NE Washington, DC 20017",202-636-7272,shamy4u@yahoo.com,2009-11-16,,,"Latif, Norman",09305xxxx-16000009,2015-10-01,2017-09-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
869,DOMINO'S PIZZA,"3780 MINNESOTA AVE NE WASHINGTON, DC 20019",(202) 396-9500,kurtdaug@gmail.com,2008-04-15,,,Team Washington Inc.,09305xxxx-39105243,2015-09-01,2017-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
870,DOMINO'S PIZZA,"3780 MINNESOTA AVE NE WASHINGTON, DC 20019",(202) 396-9500,kurtdaug@gmail.com,2008-05-30,,,Team Washington Inc.,09305xxxx-39105243,2015-09-01,2017-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
871,DOMINO'S PIZZA,"3780 MINNESOTA AVE NE WASHINGTON, DC 20019",(202) 396-9500,kurtdaug@gmail.com,2009-04-07,,,Team Washington Inc.,09305xxxx-39105243,2015-09-01,2017-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
872,DOMINO'S PIZZA,"3780 MINNESOTA AVE NE WASHINGTON, DC 20019",(202) 396-9500,kurtdaug@gmail.com,2009-04-13,,,Team Washington Inc.,09305xxxx-39105243,2015-09-01,2017-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
873,EASTERN SEAFOOD & SUB,"380 EASTERN AVE NE Washington, DC 20019",,,2008-04-10,,,"Ren, You G.",00000xxxx-50009103,2009-08-31,2011-08-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
874,EASTERN SEAFOOD & SUB,"380 EASTERN AVE NE Washington, DC 20019",,,2009-06-18,,,"Ren, You G.",00000xxxx-50009103,2009-08-31,2011-08-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
875,EASTERN SEAFOOD & SUB,"380 EASTERN AVE NE Washington, DC 20019",,,2009-07-10,,,"Ren, You G.",00000xxxx-50009103,2009-08-31,2011-08-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
876,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2008-09-25,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
877,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2008-07-29,,,Yes Organic Four Inc,09305xxxx-69000140,2017-01-01,2018-12-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
878,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2008-09-17,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
879,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2009-02-24,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
880,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2009-08-05,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
881,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2009-08-13,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
882,YES ORGANIC MARKET,"3809 12TH ST NE Washington, DC 20017",(202) 832-7715,Joon@yesorganic.net,2009-09-29,,,Yes Organic Four Inc,09305xxxx-69000140,2008-09-01,2010-10-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
883,CHESAPEAKE BAGEL,"3839 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7427,,2008-04-04,,,East River Bagel Inc.,52190xxxx-39504428,2010-05-01,2012-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
884,CHESAPEAKE BAGEL,"3839 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7427,,2008-04-14,,,East River Bagel Inc.,52190xxxx-39504428,2010-05-01,2012-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
885,MALCOLM LIQUORS,"3845 MINNESOTA AVE NE Washington, DC 20019",,,2008-06-20,,,"Yun Bros, Inc.",20824xxxx-67001394,2011-03-01,2013-02-28,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
886,MINNESOTA LIQUORS,"2237 MINNESOTA AVE SE Washington, DC 20019",(202) 584-6363,chungh00@yahoo.com,2008-03-04,,,"Bob-Kat, Inc.",09306xxxx-12000005,2015-12-01,2017-11-30,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
887,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2008-06-20,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
888,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2008-07-03,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
889,MINNESOTA MARKET,"2233 MINNESOTA AVE SE Washington, DC 20019",(202) 582-1111,jebrilabrar@ymail.com,2008-11-18,,,JTK Inc,09308xxxx-68000674,2012-02-01,2014-01-31,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,SC,,False
890,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2008-12-28,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
891,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2008-12-31,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
892,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2009-04-13,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
893,MINNESOTA SEAFOOD,"3847 MINNESOTA AVE NE WASHINGTON, DC 20018",(301) 396-3500,aaronusb123@gmail.com,2009-04-24,,,Xue T Chen,09305xxxx-53002619,2013-09-01,2015-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
894,MINNESOTA FOOD MART,"3728 MINNESOTA AVE NE Washington, DC 20019",(202) 398-1585,,2009-08-05,,,Jose L. Duarte,12345xxxx-69007231,2009-07-31,2011-07-31,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
895,MINNESOTA FOOD MART,"3728 MINNESOTA AVE NE Washington, DC 20019",(202) 398-1585,,2009-09-02,,,Jose L. Duarte,12345xxxx-69007231,2009-07-31,2011-07-31,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
896,MINNESOTA LIQUORS,"2237 MINNESOTA AVE SE Washington, DC 20019",(202) 584-6363,chungh00@yahoo.com,2009-09-22,,,"Bob-Kat, Inc.",09306xxxx-12000005,2015-12-01,2017-11-30,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
897,MINNESOTA MARKET,"2233 MINNESOTA AVE SE Washington, DC 20019",(202) 582-1111,jebrilabrar@ymail.com,2009-09-22,,,JTK Inc,09308xxxx-68000674,2012-02-01,2014-01-31,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
898,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2008-04-15,,,SAS Convenience Inc.,02036xxxx-65006760,2011-09-01,2013-08-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
899,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2008-05-30,,,SAS Convenience Inc.,02036xxxx-65006760,2011-09-01,2013-08-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
900,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2009-08-18,,,SAS Convenience Inc.,02036xxxx-65006760,2011-09-01,2013-08-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
901,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2010-03-11,,,SAS Convenience Inc.,02036xxxx-65006760,2009-09-01,2011-08-31,Delicatessen,2,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
902,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2010-03-16,,,SAS Convenience Inc.,02036xxxx-65006760,2009-09-01,2011-08-31,Delicatessen,2,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
903,SHOP EXPRESS,"3900 BENNING RD NE Washington, DC 20019",(202) 399-6955,,2010-03-23,,,SAS Convenience Inc.,02036xxxx-65006760,2009-09-01,2011-08-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
904,POPE JOHN PAUL II CULTURAL CENTER,"3900 HAREWOOD RD NE Washington, DC 20002",,,2009-09-18,,,Pope John Paul II Cultural Center Foundations Inc,52229xxxx-68004823,2008-06-30,2010-06-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
905,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2008-03-25,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
906,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2008-10-02,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
907,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2008-10-03,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
908,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2008-12-29,09:00 AM,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,renovation,0,,,,,,,,,,0,0,0,0,0,0,,AJ,54,False
909,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2009-09-01,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
910,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2009-09-02,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
911,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2009-09-08,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
912,MCDONALD'S,"3901 MINNESOTA AVE NE Washington, DC 20019",202-399-0686,SERGI2287@LIVE.COM,2009-10-02,,,FEC Enterprises LLC,09313xxxx-50009735,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
913,WHELAN LIQUORS,"3903 12TH ST NE Washington, DC 20017",(202) 526-3990,anirudh.rachakonda@gmail.com,2009-09-23,,,R.K.S.R. Inc.,09306xxxx-54002245,2014-05-01,2016-04-30,Food Products,1,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
914,WHELAN LIQUORS,"3903 12TH ST NE Washington, DC 20017",(202) 526-3990,anirudh.rachakonda@gmail.com,2008-09-15,,,R.K.S.R. Inc.,09306xxxx-54002245,2014-05-01,2016-04-30,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
915,WHELAN LIQUORS,"3903 12TH ST NE Washington, DC 20017",(202) 526-3990,anirudh.rachakonda@gmail.com,2009-09-29,,,R.K.S.R. Inc.,09306xxxx-54002245,2014-05-01,2016-04-30,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
916,ELLIS ISLAND,"3908 12TH ST NE Washington, DC 20017",,,2008-01-24,,,ELLIS ISLAND,,,,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
917,SAN ANTONIO GRILL,"3908 12TH ST NE Washington, DC 20017",(202) 832-8080,sanantoniogrilldc@gmail.com,2008-10-29,,,Kelly's Michigan Park LLC,09313xxxx-68006934,2016-11-01,2018-10-31,Restaurant Total,3,Preoperational,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
918,SAN ANTONIO GRILL,"3908 12TH ST NE Washington, DC 20017",(202) 832-8080,sanantoniogrilldc@gmail.com,2009-09-29,,,Kelly's Michigan Park LLC,09313xxxx-68006934,2008-10-31,2010-10-31,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
919,TODAY'S PIZZA,"3928 12TH ST NE Washington, DC 20017",(202) 529-2900,rmahmood5270@gmail.com,2008-07-29,,,Ahad Inc.,09305xxxx-67003668,2017-07-01,2019-06-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
920,TODAY'S PIZZA,"3928 12TH ST NE Washington, DC 20017",(202) 529-2900,rmahmood5270@gmail.com,2008-09-16,,,Ahad Inc.,09305xxxx-67003668,2017-07-01,2019-06-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
921,TODAY'S PIZZA,"3928 12TH ST NE Washington, DC 20017",(202) 529-2900,rmahmood5270@gmail.com,2009-03-30,,,Ahad Inc.,09305xxxx-67003668,2017-07-01,2019-06-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
922,TODAY'S PIZZA,"3928 12TH ST NE Washington, DC 20017",(202) 529-2900,rmahmood5270@gmail.com,2009-08-26,,,Ahad Inc.,09305xxxx-67003668,2009-07-01,2011-06-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
923,TODAY'S PIZZA,"3928 12TH ST NE Washington, DC 20017",(202) 529-2900,rmahmood5270@gmail.com,2009-09-02,,,Ahad Inc.,09305xxxx-67003668,2009-07-01,2011-06-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
924,MURRY'S #8011,"3932 MINNESOTA AVE NE Washington, DC 20019",202-396-0406,MURRYS8011@MURRYS.COM,2008-03-13,,,Murry's of Maryland Inc,09308XXXX-39807148,2013-09-01,2015-08-31,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
925,99 CENTS DAYS,"3936 MINNESOTA AVE NE Washington, DC 20019",(202) 396-3460,,2008-02-21,,,DC Store 2 Inc,09306xxxx-40006165,2012-01-01,2013-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
926,WELTMAN'S LIQUOR,"3938 MINNESOTA AVE NE Washington, DC 20019",(202) 396-3333,Pyon4477@hotmail.com,2008-02-21,,,UNCHA Inc,09306xxxx-69006245,2017-07-01,2019-06-30,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
927,WELTMAN'S LIQUOR,"3938 MINNESOTA AVE NE Washington, DC 20019",(202) 396-3333,Pyon4477@hotmail.com,2009-07-23,,,UNCHA Inc,09306xxxx-69006245,2017-07-01,2019-06-30,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
928,YUM'S CARRYOUT,"3943 MINNESOTA AVE NE WASHINGTON, DC 20019",202-396-7811,hyjackychan@yahoo.com,2008-04-04,,,Jacky Hung Yu Chan,09305xxxx-66002882,2016-04-01,2018-03-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
929,YUM'S CARRYOUT,"3943 MINNESOTA AVE NE WASHINGTON, DC 20019",202-396-7811,hyjackychan@yahoo.com,2008-04-14,,,Jacky Hung Yu Chan,09305xxxx-66002882,2016-04-01,2018-03-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
930,YUM'S CARRYOUT,"3943 MINNESOTA AVE NE WASHINGTON, DC 20019",202-396-7811,hyjackychan@yahoo.com,2009-07-13,,,Jacky Hung Yu Chan,09305xxxx-66002882,2016-04-01,2018-03-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
931,SUBWAY,"3950 MINNESOTA AVE NE Washington, DC 20019",202-398-3222,kashemabul1975@gmail.com,2009-01-06,,,Minnesota Avenue Subway Incorporated,09305xxxx-17000037,2016-12-01,2018-11-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,,,False
932,SUBWAY,"3950 MINNESOTA AVE NE Washington, DC 20019",202-398-3222,kashemabul1975@gmail.com,2009-01-28,,,Minnesota Avenue Subway Incorporated,09305xxxx-17000037,2016-12-01,2018-11-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
933,SUBWAY,"3950 MINNESOTA AVE NE Washington, DC 20019",202-398-3222,kashemabul1975@gmail.com,2009-07-16,,,Minnesota Avenue Subway Incorporated,09305xxxx-17000037,2016-12-01,2018-11-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
934,SUBWAY,"3950 MINNESOTA AVE NE Washington, DC 20019",202-398-3222,kashemabul1975@gmail.com,2009-07-28,,,Minnesota Avenue Subway Incorporated,09305xxxx-17000037,2016-12-01,2018-11-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
935,SUBWAY,"3950 MINNESOTA AVE NE Washington, DC 20019",202-398-3222,kashemabul1975@gmail.com,2009-10-02,,,Minnesota Avenue Subway Incorporated,09305xxxx-17000037,2016-12-01,2018-11-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
936,THE NATIONAL SHRINE,"400 MICHIGAN AVE NE WASHINGTON, DC 20017",(202) 380-6189,Bernard.wood@sodexo.com,2008-10-06,,,Natl Shrine Federal Government,09313xxxx-50004670,2018-05-01,2020-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
937,THE NATIONAL SHRINE,"400 MICHIGAN AVE NE WASHINGTON, DC 20017",(202) 380-6189,Bernard.wood@sodexo.com,2008-10-06,,,Natl Shrine Federal Government,09313xxxx-50004670,2018-05-01,2020-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
938,THE NATIONAL SHRINE,"400 MICHIGAN AVE NE WASHINGTON, DC 20017",(202) 380-6189,Bernard.wood@sodexo.com,2009-04-03,,,Natl Shrine Federal Government,09313xxxx-50004670,2018-05-01,2020-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
939,THE NATIONAL SHRINE,"400 MICHIGAN AVE NE WASHINGTON, DC 20017",(202) 380-6189,Bernard.wood@sodexo.com,2009-04-17,,,Natl Shrine Federal Government,09313xxxx-50004670,2018-05-01,2020-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
940,THE NATIONAL SHRINE,"400 MICHIGAN AVE NE WASHINGTON, DC 20017",(202) 380-6189,Bernard.wood@sodexo.com,2009-09-29,,,Natl Shrine Federal Government,09313xxxx-50004670,2018-05-01,2020-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
941,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-03-28,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
942,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-05-27,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
943,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-09-08,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
944,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-09-08,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
945,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-09-15,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
946,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-10-23,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
947,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-10-23,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
948,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-11-20,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Routine,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
949,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-11-20,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
950,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2008-11-26,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
951,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2009-09-15,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
952,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2009-09-15,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
953,RHODE ISLAND AMOCO,"400 RHODE ISLAND AVE NE Washington, DC 20002",(202) 635-4545,,2009-09-21,,,AG Enterprises Inc,09306XXXX-41000971,2014-01-01,2015-12-31,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
954,R & M MARKET,"4003 GAULT PL NE Washington, DC 20019",(202) 396-5015,,2008-04-14,,,"Wisdom Market, Inc.",09308xxxx-66003137,2016-05-01,2018-04-30,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
955,R & M MARKET,"4003 GAULT PL NE Washington, DC 20019",(202) 396-5015,,2009-06-18,,,"Wisdom Market, Inc.",09308xxxx-66003137,2016-05-01,2018-04-30,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
956,R & M MARKET,"4003 GAULT PL NE Washington, DC 20019",(202) 396-5015,,2009-08-03,,,"Wisdom Market, Inc.",09308xxxx-66003137,2016-05-01,2018-04-30,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
957,R & M MARKET,"4003 GAULT PL NE Washington, DC 20019",(202) 396-5015,,2010-03-03,,,"Wisdom Market, Inc.",09308xxxx-66003137,2016-05-01,2018-04-30,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
958,JACOB'S COFFEE HOUSE,"401 8TH ST NE Washington, DC 20002",(202) 652-0902,jasminejmchoi@gmail.com,2009-03-31,,,JK Global Inc.,26438xxxx-69007090,2013-08-01,2015-07-31,Restaurant Total,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
959,JACOB'S COFFEE HOUSE,"401 8TH ST NE Washington, DC 20002",(202) 652-0902,jasminejmchoi@gmail.com,2009-08-05,,,JK Global Inc.,26438xxxx-69007090,2009-08-01,2011-07-31,Restaurant Total,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,RT,,False
